DomainName,AreaType,variable,n,min,max,median,q1,q3,iqr,mad,mean,sd,se,ci
E. Healthcare and premature mortality,Counties & UAs (2020/21),Under 75 mortality rate from respiratory disease considered preventable <75 yrs Female,2871,4.034,49.991,17.62,12.744,23.347,10.603,7.623,18.912,7.805,0.146,0.286
E. Healthcare and premature mortality,Counties & UAs (2020/21),Under 75 mortality rate from respiratory disease considered preventable <75 yrs Persons,2885,4.681,48.101,20.479,15.055,25.992,10.937,8.119,21.386,7.652,0.142,0.279
E. Healthcare and premature mortality,Counties & UAs (2021/22-2022/23),Under 75 mortality rate from all circulatory diseases <75 yrs Male,3232,46.623,353.915,128.098,102.95,161.216,58.266,41.551,137.297,46.184,0.812,1.593
E. Healthcare and premature mortality,Counties & UAs (2021/22-2022/23),Under 75 mortality rate from all circulatory diseases <75 yrs Female,3215,18.811,168.724,56.304,43.921,72.444,28.523,20.468,60.668,22.442,0.396,0.776
E. Healthcare and premature mortality,Counties & UAs (2021/22-2022/23),Under 75 mortality rate from all circulatory diseases <75 yrs Persons,3234,29.568,238.171,90.86,73.276,113.911,40.635,29.152,97.577,32.93,0.579,1.135
E. Healthcare and premature mortality,Counties & UAs (2021/22-2022/23),Under 75 mortality rate from cancer <75 yrs Male,3234,77.883,309.182,164.792,145.595,188.931,43.336,31.503,168.996,33.726,0.593,1.163
E. Healthcare and premature mortality,Counties & UAs (2021/22-2022/23),Under 75 mortality rate from cancer <75 yrs Female,3231,71.264,232.816,130.735,116.378,147.45,31.073,22.598,132.801,23.4,0.412,0.807
E. Healthcare and premature mortality,Counties & UAs (2021/22-2022/23),Under 75 mortality rate from cancer <75 yrs Persons,3234,75.764,258.631,147.802,131.485,166.277,34.792,25.417,149.977,26.513,0.466,0.914
E. Healthcare and premature mortality,Counties & UAs (2021/22-2022/23),Under 75 mortality rate from respiratory disease <75 yrs Male,3186,12.24,110.491,41.793,33.001,53.074,20.073,14.42,44.293,14.953,0.265,0.519
E. Healthcare and premature mortality,Counties & UAs (2021/22-2022/23),Under 75 mortality rate from respiratory disease <75 yrs Female,3127,9.187,87.471,30.155,23.049,39.165,16.116,11.746,32.208,11.919,0.213,0.418
E. Healthcare and premature mortality,Counties & UAs (2021/22-2022/23),Under 75 mortality rate from respiratory disease <75 yrs Persons,3214,9.765,91.135,35.698,27.894,45.414,17.52,12.722,37.624,12.579,0.222,0.435
E. Healthcare and premature mortality,Counties & UAs (2021/22-2022/23),Suicide rate 10+ yrs Male,2942,5.204,38.628,15.379,13.077,17.863,4.786,3.552,15.655,3.882,0.072,0.14
E. Healthcare and premature mortality,Counties & UAs (2021/22-2022/23),Suicide rate 10+ yrs Female,2407,1.722,15.331,4.938,4.045,5.924,1.879,1.373,5.156,1.608,0.033,0.064
E. Healthcare and premature mortality,Counties & UAs (2021/22-2022/23),Suicide rate 10+ yrs Persons,2948,3.96,22.74,9.81,8.418,11.395,2.976,2.214,10.038,2.429,0.045,0.088
E. Healthcare and premature mortality,Counties & UAs (2021/22-2022/23),Preventable sight loss: age related macular degeneration (AMD) 65+ yrs Persons,1898,11.576,407.933,107.292,83.431,134.417,50.986,37.113,110.566,40.751,0.935,1.834
E. Healthcare and premature mortality,Counties & UAs (2021/22-2022/23),Preventable sight loss: glaucoma 40+ yrs Persons,1811,0,69.9,12.085,9.424,15.861,6.438,4.51,13.036,5.376,0.126,0.248
E. Healthcare and premature mortality,Counties & UAs (2021/22-2022/23),Preventable sight loss: diabetic eye disease 12+ yrs Persons,1424,0,19.683,3.313,2.506,4.453,1.946,1.417,3.626,1.875,0.05,0.097
E. Healthcare and premature mortality,Counties & UAs (2021/22-2022/23),Hip fractures in people aged 65 and over 65+ yrs Male,1889,191.18,825.052,412.672,372.368,457.44,85.071,63.332,417.718,69.773,1.605,3.148
E. Healthcare and premature mortality,Counties & UAs (2021/22-2022/23),Hip fractures in people aged 65 and over 65+ yrs Female,1901,369.913,1123.271,705.52,644.345,762.102,117.757,87.307,704.423,96.717,2.218,4.35
E. Healthcare and premature mortality,Counties & UAs (2021/22-2022/23),Hip fractures in people aged 65 and over 65+ yrs Persons,1901,351.093,944.035,588.315,539.414,632.775,93.36,68.623,587.244,75.032,1.721,3.375
E. Healthcare and premature mortality,Counties & UAs (2021/22-2022/23),Hip fractures in people aged 65 to 79 65-79 yrs Male,1663,59.376,431.644,169.577,146.221,204.946,58.725,40.234,178.529,46.587,1.142,2.241
E. Healthcare and premature mortality,Counties & UAs (2021/22-2022/23),Hip fractures in people aged 65 to 79 65-79 yrs Female,1851,116.361,563.897,311.848,276.224,348.012,71.788,53.299,313.809,59.737,1.388,2.723
E. Healthcare and premature mortality,Counties & UAs (2021/22-2022/23),Hip fractures in people aged 65 to 79 65-79 yrs Persons,1895,121.7,412.18,243.232,219.206,272.871,53.665,39.796,248.424,42.964,0.987,1.936
E. Healthcare and premature mortality,Counties & UAs (2021/22-2022/23),Hip fractures in people aged 80 and over 80+ yrs Male,1827,480.723,2053.319,1114.857,994.827,1248.235,253.407,186.478,1125.933,214.697,5.023,9.851
E. Healthcare and premature mortality,Counties & UAs (2021/22-2022/23),Hip fractures in people aged 80 and over 80+ yrs Female,1891,1027.253,3374.894,1845.403,1677.407,2000.773,323.366,240.93,1839.85,271.052,6.233,12.225
E. Healthcare and premature mortality,Counties & UAs (2021/22-2022/23),Hip fractures in people aged 80 and over 80+ yrs Persons,1901,802.189,2514.629,1573.951,1437.03,1703.06,266.029,196.764,1570.471,220.623,5.06,9.924
E. Healthcare and premature mortality,Counties & UAs (2021/22-2022/23),Winter mortality index All ages Male,3147,-21.3,120.6,15.4,9.4,21.75,12.35,9.044,16.327,11.343,0.202,0.396
E. Healthcare and premature mortality,Counties & UAs (2021/22-2022/23),Winter mortality index All ages Female,3144,-15.7,93.1,19,12.375,26.1,13.725,10.23,19.83,11.719,0.209,0.41
E. Healthcare and premature mortality,Counties & UAs (2021/22-2022/23),Winter mortality index All ages Persons,3147,-8.6,104.8,17,12.1,22.7,10.6,7.858,18.017,9.999,0.178,0.349
E. Healthcare and premature mortality,Counties & UAs (2021/22-2022/23),Winter mortality index (age 85 plus) 85+ yrs Male,3147,-36.4,137.8,22.9,13,35.1,22.1,16.309,24.822,19.217,0.343,0.672
E. Healthcare and premature mortality,Counties & UAs (2021/22-2022/23),Winter mortality index (age 85 plus) 85+ yrs Female,3144,-23.6,113.3,24.4,14.4,35.325,20.925,15.419,25.723,16.489,0.294,0.577
E. Healthcare and premature mortality,Counties & UAs (2021/22-2022/23),Winter mortality index (age 85 plus) 85+ yrs Persons,3145,-20.7,103.6,23.7,16.1,33.3,17.2,12.75,25.072,14.156,0.252,0.495
E. Healthcare and premature mortality,Counties & UAs (2021/22-2022/23),Infant mortality rate <1 yr Persons,2936,1.2,9.944,4.177,3.429,5.115,1.687,1.224,4.371,1.311,0.024,0.047
E. Healthcare and premature mortality,Counties & UAs (2021/22-2022/23),Estimated dementia diagnosis rate (aged 65 and older) 65+ yrs Persons,1055,24.3,90.8,66.6,61.5,71.8,10.3,7.561,66.808,8.4,0.259,0.507
E. Healthcare and premature mortality,Counties & UAs (2021/22-2022/23),Percentage of 5 year olds with experience of visually obvious dental decay 5 yrs Persons,827,8.717,55.69,26.437,21.111,33.404,12.293,8.926,27.621,8.641,0.3,0.59
E. Healthcare and premature mortality,Counties & UAs (2021/22-2022/23),Premature mortality in adults with severe mental illness (SMI) 18-74 yrs Male,585,47.2,256.2,123.3,97.4,150,52.6,39.141,127.672,38.872,1.607,3.157
E. Healthcare and premature mortality,Counties & UAs (2021/22-2022/23),Premature mortality in adults with severe mental illness (SMI) 18-74 yrs Female,585,40,179.3,80.8,66.5,99.9,33.4,23.722,85.527,26.002,1.075,2.111
E. Healthcare and premature mortality,Counties & UAs (2021/22-2022/23),Premature mortality in adults with severe mental illness (SMI) 18-74 yrs Persons,585,48.4,212.4,101.5,81.1,125.2,44.1,31.283,106.105,31.889,1.318,2.589
E. Healthcare and premature mortality,Counties & UAs (2021/22-2022/23),Excess under 75 mortality rate in adults with severe mental illness (SMI) 18-74 yrs Male,585,173.4,636.2,378.2,325,432.8,107.8,79.912,379.692,79.432,3.284,6.45
E. Healthcare and premature mortality,Counties & UAs (2021/22-2022/23),Excess under 75 mortality rate in adults with severe mental illness (SMI) 18-74 yrs Female,585,157.7,655.5,388.9,332.7,451.8,119.1,87.77,392.081,83.869,3.468,6.81
E. Healthcare and premature mortality,Counties & UAs (2021/22-2022/23),Excess under 75 mortality rate in adults with severe mental illness (SMI) 18-74 yrs Persons,585,154.4,616.7,380.1,329.5,433.7,104.2,76.799,380.77,76.719,3.172,6.23
E. Healthcare and premature mortality,Counties & UAs (from Apr 2023),Under 75 mortality rate from all circulatory diseases <75 yrs Male,3320,51.844,337.548,126.145,102.779,156.128,53.348,37.987,134.557,43.141,0.749,1.468
E. Healthcare and premature mortality,Counties & UAs (from Apr 2023),Under 75 mortality rate from all circulatory diseases <75 yrs Female,3303,22.671,148.926,55.271,43.973,69.914,25.94,18.786,59.389,20.699,0.36,0.706
E. Healthcare and premature mortality,Counties & UAs (from Apr 2023),Under 75 mortality rate from all circulatory diseases <75 yrs Persons,3322,29.568,229.438,89.375,72.559,110.971,38.412,27.62,95.631,30.951,0.537,1.053
E. Healthcare and premature mortality,Counties & UAs (from Apr 2023),Under 75 mortality rate from cancer <75 yrs Male,3322,80.601,295.114,163.028,145.029,185.419,40.39,29.39,167.08,31.611,0.548,1.075
E. Healthcare and premature mortality,Counties & UAs (from Apr 2023),Under 75 mortality rate from cancer <75 yrs Female,3319,71.491,212.684,130.235,116.262,145.733,29.471,21.698,131.617,21.737,0.377,0.74
E. Healthcare and premature mortality,Counties & UAs (from Apr 2023),Under 75 mortality rate from cancer <75 yrs Persons,3322,75.764,239.956,146.254,130.694,164.032,33.338,24.553,148.474,25.337,0.44,0.862
E. Healthcare and premature mortality,Counties & UAs (from Apr 2023),Under 75 mortality rate from liver disease <75 yrs Male,3194,8.17,70.713,25.419,19.836,32.315,12.479,9.009,26.746,8.927,0.158,0.31
E. Healthcare and premature mortality,Counties & UAs (from Apr 2023),Under 75 mortality rate from liver disease <75 yrs Female,2477,6.299,44.052,14.568,11.54,18.443,6.903,4.976,15.437,5.147,0.103,0.203
E. Healthcare and premature mortality,Counties & UAs (from Apr 2023),Under 75 mortality rate from liver disease <75 yrs Persons,3288,7.181,52.352,19.173,15.14,24.187,9.047,6.566,20.246,6.524,0.114,0.223
E. Healthcare and premature mortality,Counties & UAs (from Apr 2023),Under 75 mortality rate from respiratory disease <75 yrs Male,3274,12.24,103.804,41.395,32.8,52,19.2,14.064,43.57,13.964,0.244,0.478
E. Healthcare and premature mortality,Counties & UAs (from Apr 2023),Under 75 mortality rate from respiratory disease <75 yrs Female,3215,9.187,77.321,29.904,23.015,38.591,15.576,11.132,31.744,11.157,0.197,0.386
E. Healthcare and premature mortality,Counties & UAs (from Apr 2023),Under 75 mortality rate from respiratory disease <75 yrs Persons,3302,9.765,83.869,35.413,27.619,44.523,16.904,12.403,37.094,12.019,0.209,0.41
E. Healthcare and premature mortality,Counties & UAs (from Apr 2023),Suicide rate 10+ yrs Male,2922,5.204,38.628,15.363,13.06,17.796,4.736,3.54,15.628,3.878,0.072,0.141
E. Healthcare and premature mortality,Counties & UAs (from Apr 2023),Suicide rate 10+ yrs Female,2387,1.722,15.331,4.934,4.037,5.914,1.877,1.37,5.15,1.609,0.033,0.065
E. Healthcare and premature mortality,Counties & UAs (from Apr 2023),Suicide rate 10+ yrs Persons,2928,3.96,22.74,9.782,8.409,11.374,2.965,2.197,10.021,2.426,0.045,0.088
E. Healthcare and premature mortality,Counties & UAs (from Apr 2023),Emergency readmissions within 30 days of discharge from hospital All ages Persons,989,5.4,20,13.7,13,14.7,1.7,1.186,13.898,1.492,0.047,0.093
E. Healthcare and premature mortality,Counties & UAs (from Apr 2023),Preventable sight loss: age related macular degeneration (AMD) 65+ yrs Persons,1866,11.576,407.933,107.088,83.168,134.566,51.398,37.205,110.47,40.943,0.948,1.859
E. Healthcare and premature mortality,Counties & UAs (from Apr 2023),Preventable sight loss: glaucoma 40+ yrs Persons,1779,0,69.9,12.091,9.401,15.893,6.491,4.576,13.045,5.41,0.128,0.252
E. Healthcare and premature mortality,Counties & UAs (from Apr 2023),Preventable sight loss: diabetic eye disease 12+ yrs Persons,1394,0,19.683,3.344,2.51,4.459,1.949,1.418,3.639,1.883,0.05,0.099
E. Healthcare and premature mortality,Counties & UAs (from Apr 2023),Preventable sight loss: sight loss certifications All ages Persons,1877,2.83,127.78,39.315,30.413,48.853,18.439,13.672,40.196,14.021,0.324,0.635
E. Healthcare and premature mortality,Counties & UAs (from Apr 2023),Hip fractures in people aged 65 and over 65+ yrs Male,1931,191.18,825.052,412.856,372.723,457.401,84.679,63.3,417.73,69.404,1.579,3.098
E. Healthcare and premature mortality,Counties & UAs (from Apr 2023),Hip fractures in people aged 65 and over 65+ yrs Female,1943,369.913,1123.271,705.66,644.295,761.981,117.685,87.209,704.446,96.17,2.182,4.279
E. Healthcare and premature mortality,Counties & UAs (from Apr 2023),Hip fractures in people aged 65 and over 65+ yrs Persons,1943,351.093,944.035,588.165,539.473,632.673,93.199,68.14,587.164,74.663,1.694,3.322
E. Healthcare and premature mortality,Counties & UAs (from Apr 2023),Hip fractures in people aged 65 to 79 65-79 yrs Male,1705,59.376,431.644,168.982,146.124,203.229,57.105,39.444,178.06,46.301,1.121,2.199
E. Healthcare and premature mortality,Counties & UAs (from Apr 2023),Hip fractures in people aged 65 to 79 65-79 yrs Female,1893,116.361,563.897,311.761,275.994,347.768,71.774,53.263,313.591,59.418,1.366,2.678
E. Healthcare and premature mortality,Counties & UAs (from Apr 2023),Hip fractures in people aged 65 to 79 65-79 yrs Persons,1937,121.7,412.18,243.013,218.941,272.634,53.693,39.822,248.129,42.789,0.972,1.907
E. Healthcare and premature mortality,Counties & UAs (from Apr 2023),Hip fractures in people aged 80 and over 80+ yrs Male,1869,480.723,2053.319,1115.211,996.091,1251.692,255.602,185.757,1126.894,213.508,4.939,9.686
E. Healthcare and premature mortality,Counties & UAs (from Apr 2023),Hip fractures in people aged 80 and over 80+ yrs Female,1933,1027.253,3374.894,1846.279,1678.374,2000.593,322.219,239.174,1840.503,269.304,6.125,12.013
E. Healthcare and premature mortality,Counties & UAs (from Apr 2023),Hip fractures in people aged 80 and over 80+ yrs Persons,1943,802.189,2514.629,1574.492,1439.233,1703.31,264.076,195.045,1570.997,219.297,4.975,9.757
E. Healthcare and premature mortality,Counties & UAs (from Apr 2023),Winter mortality index All ages Male,3129,-21.3,120.6,15.4,9.4,21.8,12.4,9.044,16.323,11.361,0.203,0.398
E. Healthcare and premature mortality,Counties & UAs (from Apr 2023),Winter mortality index All ages Female,3126,-15.7,93.1,19,12.3,26.1,13.8,10.23,19.821,11.742,0.21,0.412
E. Healthcare and premature mortality,Counties & UAs (from Apr 2023),Winter mortality index All ages Persons,3129,-8.6,104.8,17,12.1,22.7,10.6,7.858,18.01,10.016,0.179,0.351
E. Healthcare and premature mortality,Counties & UAs (from Apr 2023),Winter mortality index (age 85 plus) 85+ yrs Male,3129,-36.4,137.8,22.9,13,35.1,22.1,16.309,24.819,19.251,0.344,0.675
E. Healthcare and premature mortality,Counties & UAs (from Apr 2023),Winter mortality index (age 85 plus) 85+ yrs Female,3126,-23.6,113.3,24.4,14.3,35.3,21,15.419,25.715,16.524,0.296,0.579
E. Healthcare and premature mortality,Counties & UAs (from Apr 2023),Winter mortality index (age 85 plus) 85+ yrs Persons,3127,-20.7,103.6,23.7,16.1,33.25,17.15,12.75,25.064,14.181,0.254,0.497
E. Healthcare and premature mortality,Counties & UAs (from Apr 2023),Infant mortality rate <1 yr Persons,3016,1.2,9.944,4.158,3.422,5.085,1.663,1.206,4.352,1.304,0.024,0.047
E. Healthcare and premature mortality,Counties & UAs (from Apr 2023),"Mortality rate from a range of specified communicable diseases, including influenza All ages Male",2930,3.58,39.484,10.937,8.824,13.885,5.061,3.59,11.826,4.305,0.08,0.156
E. Healthcare and premature mortality,Counties & UAs (from Apr 2023),"Mortality rate from a range of specified communicable diseases, including influenza All ages Female",2965,3.239,33.356,9.672,7.545,12.432,4.887,3.511,10.552,4.282,0.079,0.154
E. Healthcare and premature mortality,Counties & UAs (from Apr 2023),"Mortality rate from a range of specified communicable diseases, including influenza All ages Persons",3008,3.234,33.306,10.235,8.087,13.029,4.942,3.503,11.076,4.133,0.075,0.148
E. Healthcare and premature mortality,Counties & UAs (from Apr 2023),Estimated dementia diagnosis rate (aged 65 and older) 65+ yrs Persons,1046,24.3,90.8,66.7,61.6,71.8,10.2,7.561,66.849,8.412,0.26,0.51
E. Healthcare and premature mortality,Counties & UAs (from Apr 2023),Percentage of 5 year olds with experience of visually obvious dental decay 5 yrs Persons,820,8.717,55.69,26.428,21.088,33.439,12.351,8.967,27.617,8.665,0.303,0.594
